,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block,Block Name,Block ID,Version Added,Order Added,Creative Only,OP Only,Commands Only,Renewable,Infinitely Automatically Farmable,,Has an Item Form,,Block Entity,Mob Spawnable On,Mob Spawnable Inside,Warden Spawnable On,Spider Spawnable Under,Light Level,Blast Resistance,Hardness,Mining Tool,Mining Level Required,Can Drop Itself,,,Insta-Mineable In Survival,Can be Waterlogged,Gets Flushed,Has Collision,Can Have a Full Block Collision,Has a Mining Hitbox,Can Have a Full Block Mining Hitbox,Can be Immovable,Disappears when Pushed,Transmits Redstone,Launches Minecart,Can Suffocate,Obeys Gravity,Requires Support Block to Place,Requires Support Block to Exist,Flammable,Catches Fire from Lava,Transparent,Filters Sky Light,Beacon can Bypass,Chest Openable Under,Tramples Farmland,Causes Damage,Fall Damage Amplification,Note Block Sound,Opens a GUI,GUI Stores Items,Rotation Availability,Can Change Block State,
,Polished Blackstone Stairs,polished_blackstone_stairs,1.16 20w15a,753,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,604
,Polished Blackstone Wall,polished_blackstone_wall,1.16 20w15a,754,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,605
,Polished Blackstone Bricks,polished_blackstone_bricks,1.16 20w15a,755,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,606
,Polished Blackstone Brick Slab,polished_blackstone_brick_slab,1.16 20w15a,756,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,607
,Polished Blackstone Brick Stairs,polished_blackstone_brick_stairs,1.16 20w15a,757,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,608
,Polished Blackstone Brick Wall,polished_blackstone_brick_wall,1.16 20w15a,758,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,609
,Cracked Polished Blackstone Bricks,cracked_polished_blackstone_bricks,1.16 20w15a,759,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,610
,Chiseled Polished Blackstone,chiseled_polished_blackstone,1.16 20w15a,760,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,611
,Polished Blackstone Pressure Plate,polished_blackstone_pressure_plate,1.16 20w15a,761,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,0.5,0.5,Pickaxe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,N/A,Base Drum,FALSE,FALSE,1,TRUE,612
,Polished Blackstone Button,polished_blackstone_button,1.16 20w15a,762,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,0.5,0.5,Pickaxe,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,12,TRUE,613
,Gilded Blackstone,gilded_blackstone,1.16 20w15a,763,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,614
,Obsidian,obsidian,Classic 0.28,47,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,1200,50,Pickaxe,3,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,615
,Crying Obsidian,crying_obsidian,1.16 20w09a,728,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,10,1200,50,Pickaxe,3,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,616
,End Stone,end_stone,1.0.0 Beta 1.9 Prerelease 4,152,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,9,3,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,617
,End Stone Bricks,end_stone_bricks,1.9 15w31a,411,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,9,3,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,618
,End Stone Brick Slab,end_stone_brick_slab,1.14 18w43a,648,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,9,3,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,619
,End Stone Brick Stairs,end_stone_brick_stairs,1.14 18w43a,649,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,9,3,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,620
,End Stone Brick Wall,end_stone_brick_wall,1.14 18w43a,650,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,9,3,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,621
,End Portal Frame,end_portal_frame,1.0.0 Beta 1.9 Prerelease 3,148,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,1,3600000,-1,None,0,FALSE,FALSE,FALSE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,622
,End Portal,end_portal,1.0.0 Beta 1.9 Prerelease 3,149,FALSE,FALSE,FALSE,Yes,No,FALSE,FALSE,FALSE,TRUE,No,No,No,FALSE,15,3600000,-1,None,0,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,623
,End Gateway,end_gateway,1.9 15w31a,412,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,TRUE,No,No,No,FALSE,15,3600000,-1,None,0,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,TRUE,TRUE,TRUE,FALSE,FALSE,N/A,Harp,FALSE,FALSE,1,FALSE,624
,Chorus Flower,chorus_flower,1.9 15w31a,413,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,Yes,FALSE,0,0.4,0.4,Axe,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,TRUE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,625
,Chorus Plant,chorus_plant,1.9 15w31a,414,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,0.4,0.4,Axe,0,TRUE,TRUE,TRUE,TRUE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Fully,TRUE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,626
,Purpur Block,purpur_block,1.9 15w31a,415,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,627
,Purpur Slab,purpur_slab,1.9 15w31a,416,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,2,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,628
,Purpur Stairs,purpur_stairs,1.9 15w31a,417,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,629
,Purpur Pillar,purpur_pillar,1.9 15w31a,418,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,3,TRUE,630
,White Wool,white_wool,Classic 0.0.20a,21,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,631
,Light Gray Wool,light_gray_wool,Classic 0.0.20a,22,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,632
,Gray Wool,gray_wool,Classic 0.0.20a,23,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,633
,Black Wool,black_wool,Classic 0.0.20a,24,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,634
,Brown Wool,brown_wool,Classic 0.0.20a,25,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,635
,Red Wool,red_wool,Classic 0.0.20a,26,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,636
,Orange Wool,orange_wool,Classic 0.0.20a,27,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,637
,Yellow Wool,yellow_wool,Classic 0.0.20a,28,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,638
,Lime Wool,lime_wool,Classic 0.0.20a,29,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,639
,Green Wool,green_wool,Classic 0.0.20a,30,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,640
,Cyan Wool,cyan_wool,Classic 0.0.20a,31,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,641
,Light Blue Wool,light_blue_wool,Classic 0.0.20a,32,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,642
,Blue Wool,blue_wool,Classic 0.0.20a,33,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,643
,Purple Wool,purple_wool,Classic 0.0.20a,34,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,644
,Magenta Wool,magenta_wool,Classic 0.0.20a,35,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,645
,Pink Wool,pink_wool,Classic 0.0.20a,36,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.8,0.8,Shears,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Guitar,FALSE,FALSE,1,FALSE,646
,White Carpet,white_carpet,1.6.1 13w16a,231,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,647
,Light Gray Carpet,light_gray_carpet,1.6.1 13w16a,232,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,648
,Gray Carpet,gray_carpet,1.6.1 13w16a,233,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,649
,Black Carpet,black_carpet,1.6.1 13w16a,234,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,650
,Brown Carpet,brown_carpet,1.6.1 13w16a,235,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,651
,Red Carpet,red_carpet,1.6.1 13w16a,236,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,652
,Orange Carpet,orange_carpet,1.6.1 13w16a,237,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,653
,Yellow Carpet,yellow_carpet,1.6.1 13w16a,238,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,654
,Lime Carpet,lime_carpet,1.6.1 13w16a,239,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,655
,Green Carpet,green_carpet,1.6.1 13w16a,240,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.1,0.1,None,0,TRUE,TRUE,TRUE,FALSE,No,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Fully,FALSE,TRUE,TRUE,FALSE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,656
